,programTitle,infoCat,region,url,description,organization,contact,page
951,['Effects of Air Pollution on Agricultural Crops'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/01-015.htm'],['\nThis Factsheet provides information on the effects of air pollution on agricultural crops.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\n\n'],10
952,['Effects of Dry Conditions on the Tomato Plant'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/dry-tomato.htm'],['\nInformation on the effects of dry conditions on tomato plants.\xa0\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
953,['Efficient Grain Handling Program'],[],[],['https://cap.alberta.ca/CAP/program/EGH'],['\nThe program will fund equipment that shows a significant energy efficiency improvement over standard practice.\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n1-403-742-7901\n310-3276\n\ncap.egdp@gov.ab.ca\n\n'],10
954,['Efficiently Feeding Beef Cows Round Bales'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/beef/facts/roundbales.htm'],['\nInformation on feeding beef cows round bales.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
955,['Egg Farmers of Canada'],[],[' Across Canada '],['https://www.eggfarmers.ca/'],"['\nRepresents regulated egg farmers, manages the national egg supply, promotes egg consumption and develops standards for egg farming in Canada.\n']",['\nEgg Farmers of Canada\n'],['\n\nhttps://www.eggfarmers.ca/contact-us/\n\n'],10
956,['Egg Farmers of New Brunswick'],[],[],['http://www.nbegg.ca/'],['\nRepresents egg farmers and farm families in New Brunswick.\n'],['\nEgg Farmers of New Brunswick\n'],"['\nSuite 101, 275 Main Street, Fredericton, NB, E3A 1E1\n\nhttp://www.nbegg.ca/contact-us/\n\n']",10
957,['Egg Farmers of Newfoundland and Labrador'],[],[],['http://nleggs.ca/'],['\nGoverns the production of eggs in NL.\n'],['\nEgg Farmers of Newfoundland and Labrador\n'],"['\nP.O. Box 175, Mount Pearl, NL, A1N 2C2\n1-709-722-2953\n1-709-722-6204\n\ninfo@nleggs.ca\n\n']",10
958,['Egg Farmers of Nova Scotia'],[],[],['https://nsegg.ca/'],['\nPromotes the marketing of eggs and pullets in Nova Scotia.\n'],['\nEgg Farmers of Nova Scotia\n'],"['\nP.O. Box 1096, 55 Queen Street, Suite , Truro, NS, B2N 2B2\n1-902-895-6341\n\nhttps://nsegg.ca/contact/\n\n']",10
959,['Egg Farmers of Ontario'],[],[],['https://www.getcracking.ca/'],['\nRepresents egg farmers in Ontario and provides information about cooking with eggs.\n'],['\nEgg Farmers of Ontario\n'],"['\n7195 Millcreek Drive, Mississauga, ON, L5N 4H1\n1-905-858-9790\n1-905-858-1589\n\nhttps://www.getcracking.ca/contact-us\n\n']",10
960,['Egg Farmers of Prince Edward Island'],[],[],['http://eggspei.ca/'],['\nRepresents registered egg farmers in PEI.\n'],['\nEgg Farmers of Prince Edward Island\n'],"['\nJulie MacCarron\n420 University Avenue, Charlottetown, PE, C1A 7Z5\n\ninfo@eggspei.ca\n\n1-902-566-2755\n1-902-892-8401\n']",10
961,"[""Eid-al-Adha (Eid) at Ontario's Licensed Meat Plants""]",['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/food/inspection/meatinsp/eid.htm'],['\nList of Plants that Provide Religious and Ritual Slaughter Services during Eid-al-Adha.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\n\n'],10
962,['Elderberries for Home Gardens'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/95-005.htm'],['\nThis factsheet contains information on elderberries.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
963,['Elderberry'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/CropOp/en/spec_fruit/berries/elder.html'],['\nInformation on elderberries.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
964,['Electricity Generation Using Small Wind Turbines for Home or Farm Use'],['Guides/Information'],[],['https://www.ontario.ca/page/electricity-generation-using-small-wind-turbines-home-or-farm-use'],"['\nThis factsheet provides information about the basics of small wind systems: site selection, system choice, technical considerations and approval requirements.\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
965,['Elimination of Diseased Animals'],['Guides/Information'],[],['https://www.mapaq.gouv.qc.ca/fr/Productions/santeanimale/obligations/carcasses/Pages/carcassesanimauxmorts.aspx'],['\nProvides information about how to properly dispose of diseased animals.\n'],"['\nQuebec Ministry of Agriculture, Fisheries and Food\n']",['\n1-888-222-6272\n'],10
966,['Elk-Agriculture Conflict Hunt'],[],[],['https://yukon.ca/en/elk-agriculture-conflict-hunt#take-part-in-the-elk-agriculture-conflict-hunt-as-a-hunter'],['\nThe elk/agriculture conflict hunt is a management tool used to address human-wildlife conflict between farmers and elk.\n'],"['\nGovernment of Yukon, Agriculture Branch\n']",['\n1-867-667-8005\n1-800-661-0408\n\ncoservices@gov.yk.ca\n\n'],10
967,['Emergency Disposal of On-Farm Deadstock'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/engineer/facts/09-023.htm'],['\nThis Factsheet discusses the process and the factors affecting eligibility for an authorization.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
968,['Emergency Food Security Fund'],[],[' Across Canada '],['https://agriculture.canada.ca/en/agricultural-programs-and-services/emergency-food-security-fund'],"['\nUnder the Food Policy for Canada’s Local Food Infrastructure Fund, the Government of Canada is making up to $100 million available to Canadian food banks and other national food rescue organizations to help improve access to food for people experiencing food insecurity in Canada due to the COVID-19 pandemic.\n']",['\nAgriculture and Agri-Food Canada\n'],['\n1-877-246-4682\n1-613-773-2600\n\naafc.info.aac@agr.gc.ca\n\n'],10
969,"['Emergency Fund for Porcine Epidemic Diarrhea, Swine Delta Coronavirus and Senecavirus A in Québec']",[],[],['https://www.fadq.qc.ca/en/emergency-fund-for-porcine-epidemic-diarrhea-and-swine-delta-coronavirus-in-quebec/description/'],"['\nSupports operations affected by Porcine Epidemic Diarrhea (PED), Swine Delta Coronavirus (SDCV) and Senecavirus A (SVA) and assume certain additional costs required.\n']",['\nLa Financière agricole du Québec\n'],"['\nHead Office\n1400, boulevard Guillaume-Couture, Lévis QC, Canada G6W 8K7\n\nhttps://www.fadq.qc.ca/en/contact-us/#c1385\n\n1-418-833-3871\n1-418-838-5602\n1-800-749-3646\n']",10
970,['Emergency Management Assistance Program'],[],[' Across Canada '],['https://www.sac-isc.gc.ca/eng/1534954090122/1535120506707'],"['\nEMAP provides funding to First Nations communities so they can build resiliency, prepare for natural hazards and respond to them using the 4 pillars of emergency management.\n']",['\nIndigenous Services Canada\n'],"['\nAtlantic\n1-902-661-6209\n\naadnc.at-emappagu-at.aandc@canada.ca\n\n', '\nSuzie Malouin\nQuebec\n\naadnc.qbpagu-emapfinancement-funding.aandc@canada.ca\n\n1-418-951-2283\n', '\nOntario\n\naadnc.emergencyon-urgenceon.aandc@canada.ca\n\n', '\nManitoba\n\nMb.emergency@canada.ca\n\n', '\nSaskatchewan\n\naadnc.skemergency.aandc@Canada.ca\n\n', '\nAlberta\n\nab.emergency@canada.ca\n\n1-780-495-7707\n', '\nBritish Columbia\n\naadnc.bcemu.aandc@canada.ca\n\n1-604-209-9709\n', '\nYukon\n\naadnc.yukon.aandc@canada.ca\n\n1-800-661-0451\n', '\nNorthwest Territories\n1-867-669-2500\n']",10
971,['Emergency Management for Agriculture'],[],[],['https://www2.gov.bc.ca/gov/content/industry/agriculture-seafood/business-market-development/emergency-management'],['\nLearn more about the roles agricultural producers and governments play during an emergency response.\n'],['\nBritish Columbia Ministry of Agriculture\n'],['\n\nAgriServiceBC@gov.bc.ca\n\n1-888-221-7141\n'],10
972,['Emergency On-Farm Support Fund'],[],[],['https://www.fadq.qc.ca/en/emergency-on-farm-support-fund/description/'],"['\nThe Emergency On-Farm Support Fund was implemented to support farm businesses with respect to activities designed to, limit the spread of COVID-19 on the farm and improve the health and safety of all agricultural workers, both Canadian and temporary foreign workers.\n']",['\nLa Financière agricole du Québec\n'],['\n1-800-749-3646\n1-418-833-3871\n\nhttps://www.fadq.qc.ca/en/contact-us/#centre-de-services\n\n'],10
973,['Emergency On-Farm Support Fund'],[],[],['https://iafbc.ca/emergency-on-farm-support-fund/'],['\nThe Emergency On-Farm Support Fund provides funding to support protections for domestic and temporary foreign workers and address COVID-19 outbreaks on farms.\n'],['\nBritish Columbia Ministry of Agriculture\n'],['\n1-250-940-6150\n\nfunding@iafbc.ca\n\n\nhttps://iafbc.ca/emergency-processing-fund/contact-us/\n\n'],10
974,['Emergency On-Farm Support Fund'],[],[' Across Canada '],['https://agriculture.canada.ca/en/agricultural-programs-and-services/emergency-farm-support-fund'],"['\nThe program will assist agricultural producers with some of the incremental costs for activities that improve the health and safety of all farm workers, domestic and temporary foreign workers (TFWs) by limiting the spread of COVID-19 in agricultural operations.\n']",['\nAgriculture and Agri-Food Canada\n'],"['\nBox 3200, Winnipeg MB R3C 5R7\n1-866-367-8506\n1-877-949-4885\n\naafc.EOFSF-FUMSF.aac@agr.gc.ca\n\n']",10
975,['Emergency Preparedness'],[],[],['https://cap.alberta.ca/CAP/program/EMERGENCY_PREP'],"['\nThe Program provides financial support for the development of, or update to, an Emergency Preparedness Plan, including related training and education. For funding purposes, the Program has\xa0four\xa0areas of focus (plant health,\xa0livestock\xa0health, food safety\xa0and irrigation conveyance), each with separate funding constraints.\n']",['\nAlberta Department of Agriculture and Forestry\n'],"['\nJennifer Nitschelm - Irrigation Conveyance Works\n\nJennifer.Nitschelm@gov.ab.ca\n\n1-403-381-5796\n', '\nFood Safety\n\nCAP.foodsafety@gov.ab.ca\n\n', '\nDrew Hiltz - Livestock Health\n\nDrew.Hiltz@gov.ab.ca\n\n1-780-427-8228\n', '\nTanya Warren - Plant Health\n1-780-643-9486\n\nTanya.Warren@gov.ab.ca\n\n']",10
976,['Emergency Preparedness'],['Guides/Information'],[],['https://www.gov.mb.ca/agriculture/animal-health-and-welfare/emergency-preparedness/index.html'],['\nThis section describes how livestock producers and animal owners can plan for emergencies and evacuations before they occur.\n'],['\nManitoba Agriculture and Resource Development\n'],['\nChief Veterinary Office\n1-204-945-7684\n\nchiefveterinaryoffice@gov.mb.ca\n\n'],10
977,['Emergency Preparedness for Farm Animals and Livestock'],['Guides/Information'],[],['https://open.alberta.ca/publications/emergency-preparedness-for-farm-animals-and-livestock'],['\nProvides information about emergency preparedness for farm animals and livestock.\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],10
978,['Emergency Processing Fund'],[],[' Across Canada '],['https://agriculture.canada.ca/en/agricultural-programs-and-services/emergency-processing-fund'],"['\nThe Emergency Processing Fund (EPF) is a one-time, federal investment of up to $77.5 million to help companies implement changes to safeguard the health and safety of workers and their families due to the impacts of the COVID-19 pandemic.\n']",['\nAgriculture and Agri-Food Canada\n'],['\n1-877-246-4682\n1-613-773-2600\n\naafc.epf-fut.aac@agr.gc.ca\n\n'],10
979,['Emergency Slaughter'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/food/inspection/es.htm'],['\nInformation on emergency slaughter.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
980,['Emerging Opportunities'],[],[],['https://cap.alberta.ca/CAP/program/EMERGING_OPPORT'],['\nEnable growth and diversification of Alberta’s value-added industries through development and commercialization of new or emerging opportunities in the Sector.\n'],['\nAlberta Department of Agriculture and Forestry\n'],['\n1-780-422-0907\n\nAF.AG-GRANTS@Gov.ab.ca\n\n'],10
981,['Employment and Training'],[],[],['http://www.omafra.gov.on.ca/english/food/industry/BIB/emp-training.htm'],"['\nOntario food and beverage processing companies benefit from access to a highly skilled, multicultural workforce. Federal and provincial regulations are in place to keep all workers healthy and safe on the job.\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
982,['Enabling Agricultural Research and Innovation'],[],[],['http://www2.gnb.ca/content/gnb/en/services/services_renderer.200861.Enabling_Agricultural_Research_and_Innovation_Program.html'],"[""\nEncourage the growth, profitability, sustainability and self-sufficiency of New Brunswick's agriculture, agri-food, agri-product, agri-science and agri-processing sectors.\n""]","['\nNew Brunswick Agriculture, Aquaculture and Fisheries\n']",['\nIndustry Financial Programs (Branch)\n\nDAAF-MAAP@gnb.ca\n\n1-506-453-2185\n'],10
983,['Energy'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/engineer/energyindex.htm'],['\nInformation on energy.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
984,['Energy Efficiency in Food Processing'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/food/business-development/food-processing/energy-efficiency.htm'],['\nInformation on energy efficiency in food processing.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
985,"['Energy Efficiency, Conservation and Management']",['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/engineer/con_energy.htm'],"['\nInformation on energy efficiency, conservation and management\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
986,['Energy Management in Agriculture'],['Guides/Information'],[],['https://www.alberta.ca/energy-management-in-agriculture.aspx'],"['\nAbout on-farm energy use, energy efficiency and renewable energy, and related research projects and resources.\n']",['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n1-403-742-7901\n310-3276\n\naginfocentre@gov.ab.ca\n\n'],10
