,programTitle,infoCat,region,url,description,organization,contact,page
1580,['Livestock and Poultry Premises Identification (PEI)'],[],[],['https://www.princeedwardisland.ca/en/information/agriculture-and-fisheries/livestock-and-poultry-premises-identification-pei'],"['\nIf you own any parcel of land in PEI that is used to keep (raise or assemble), grow or dispose of animals, you must register with the Prince Edward Island\xa0Premises Identification Program.\xa0There is no cost to register your premises.\n']",['\nPrince Edward Island Department of Agriculture and Land\n'],['\n\nPEIPID@gov.pe.ca\n\n1-902-368-5654\n1-866-734-3276\n'],17
1581,['Livestock and the Environment'],['Guides/Information'],[],['http://www.saskatchewan.ca/business/agriculture-natural-resources-and-industry/agribusiness-farmers-and-ranchers/livestock/livestock-and-the-environment'],"['\nFind information on handling animal mortalities, manure spills and other environmental livestock procedures.\n']",['\nSaskatchewan Ministry of Agriculture\n'],['\n1-306-694-3938\n1-866-457-2377\n'],17
1582,['Llama Canada'],[],[' Across Canada '],['https://www.llamacanada.com/'],['\nPromotes marketing projects and awareness activities to increase the exposure of llamas.\n'],['\nLlama Canada\n'],"['\nPO Box 31032 Edmonton, AB T5Z 3P3\n1-587-459-6709\n1-800-717-5262\n1-888-379-7326\n\ninfo@llamacanada.com\n\n']",17
1583,['Loan Guarantee Programs for Farmers'],[],[],['http://www.omafra.gov.on.ca/english/busdev/facts/loanguaranteeprogram.htm'],['\nList of loan guarantee programs for farmers.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],17
1584,['Loan Guarantees'],[],[],['https://www.masc.mb.ca/masc.nsf/program_loan_guarantees.html'],"['\nProvides agricultural producers with opportunities to develop and expand their operations, by encouraging financing that the private sector generally considers to be higher risk.\n']",['\nManitoba Agriculture\n'],['\n1-844-769-6224\n\nagaction@gov.mb.ca\n\n'],17
1585,['Loans and Incentives'],[],[],['https://www.princeedwardisland.ca/en/topic/loans-and-incentives'],['\nInformation about financing for an Island business requiring a short-term loan or capital investment support. Also find more about rebates for specific business and industry activities and projects.\n'],['\nPrince Edward Island Department of Agriculture and Land\n'],['\n1-902-314-1607\n1-866-734-3276\n\nlormackinnon@gov.pe.ca\n\n'],17
1586,['Lobster Council of Canada'],[],[' Across Canada '],['http://lobstercouncilcanada.ca/'],['\nWorks to sustainably enhance the value of the Canadian lobster sector.\n'],['\nLobster Council of Canada\n'],"['\nGeoff Irvine\n35 Parkhill Road, Halifax, NS, B3P 1R4\n1-902-497-9128\n\ngeoff.irvine@lobstercouncilcanada.ca\n\n']",17
1587,['Local Food'],[],[],['http://www.manitoba.ca/agriculture/local-food/index.html'],"['\nThis section can help you learn about local farmers and processors, and the delicious, healthy foods they produce.\n']",['\nManitoba Agriculture and Resource Development\n'],['\n1-844-769-6224\n\nagriculture@gov.mb.ca\n\n\nhttp://www.manitoba.ca/agriculture/contact/index.html\n\n'],17
1588,['Local Food Council'],[],[],['https://www.alberta.ca/local-food-council.aspx'],"[""\nThe Local Food Council brings together leaders from the local food industry to help guide Alberta's future in the local food sector.\n""]",['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],17
1589,['Local Food Infrastructure Fund'],[],[' Across Canada '],['https://agriculture.agr.gc.ca/en/agricultural-programs-and-services/local-food-infrastructure-fund'],"['\nThe Local Food Infrastructure Fund has two streams (Infrastructure and Equipment Improvement Projects and Projects to Strengthen Local Food Systems) that aims to strengthen food systems to be resilient, integrated and sustainable, and to facilitate access to safe and nutritious food, primarily for the less privileged.\n']",['\nAgriculture and Agri-Food Canada\n'],['\n1-877-246-4682\n1-613-773-2600\n1-877-949-4885\n\naafc.foodprograms-programmesalimentaires.aac@agr.gc.ca\n\n'],17
1590,['Local Food Strategy of Yukon'],['Guides/Information'],[],['https://yukon.ca/en/local-food-strategy-yukon'],['\nThe Government of Yukon has released the Local Food Strategy for Yukon: Encouraging the Production and Consumption of Yukon-Grown Food 2016-2021.\n'],"['\nGovernment of Yukon, Agriculture Branch\n']",['\n\nagriculture@gov.yk.ca\n\n1-867-393-6222\n1-867-667-5838\n1-800-661-0408\n'],17
1591,['Local Food Week'],['Guides/Information'],[],['https://www.alberta.ca/local-food-week.aspx'],['\nExperience and celebrate Alberta’s growing local food industry.\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],17
1592,['Local Government Partnership Program'],[],[],['https://iafbc.ca/local-government-partnership-program/'],"['\nThe Local Government Partnership Program (LGPP) provides funding to help regional districts and municipalities develop, update and implement agricultural planning tools.\n']",['\nBritish Columbia Ministry of Agriculture\n'],['\n1-250-940-6150\n\nfunding@iafbc.ca\n\n'],17
1593,['London Research and Development Centre'],['Guides/Information'],[],['https://profils-profiles.science.gc.ca/en/research-centre/london-research-and-development-centre'],"['\nThe Centre focuses its research in three key areas - crop genomics, bioproducts, and biopesticides; protection and improvement of fruits and vegetable crops; and soil and water quality\n']",['\nAgriculture and Agri-Food Canada\n'],['\n\naafc.londonrdc-crdlondon.aac@agr.gc.ca\n\n1-519-457-1470\n1-613-773-2600\n'],17
1594,['Looking for Extra Forage'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/beef/news/info_vbn0703a5.htm'],['\nInformation on finding extra forage.\xa0\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],17
1595,['MASC Lending'],[],[],['https://www.masc.mb.ca/masc.nsf/lending.html'],"['\nProvides beginning and established farmers with short, intermediate and long-term financing at reasonable interest rates and flexible repayment terms.\n']",['\n               Manitoba Agriculture and Resource Development\n               Manitoba Agricultural Services Corporation\n'],['\n\ninfo@masc.mb.ca\n\n1-204-239-3246\n'],17
1596,['Machinery Decision Making Tools'],[],[],['https://www.agriculture.alberta.ca/app21/ldcalc?calcId=107'],['\nA collection of planning tools to help members of the agriculture industry make decisions surrounding machinery.\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],17
1597,['Maintaining Quality in Large Bale Silage'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/98-069.htm'],['\nInformation on maintaining quality in large bale silage.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],17
1598,['Maintenance and Cleaning of Drip Irrigation'],['Guides/Information'],[],['https://www.alberta.ca/maintenance-and-cleaning-of-drip-irrigation.aspx'],"['\nDiscussion on the cleaning and maintaining of filter, tubing and emitters of drip irrigation systems in greenhouses.\n']",['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],17
1599,['Making Good Silage'],['Guides/Information'],[],['https://www.alberta.ca/making-good-silage.aspx'],['\nWhat are the key things to remember in making good silage?\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],17
1600,['Making Hay in a Bullish Grain Market - Stepping Up Our Game'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/field/forages/makinghay.htm'],"['\nHigher hay prices, and higher land, fertilizer and input costs requires us to do the best we can to grow, harvest and store our forage crops for maximum yield and quality, with minimum losses.\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1601,['Making Sense of Land Prices'],['Guides/Information'],[],['https://www.gov.mb.ca/agriculture/business-and-economics/business-management/making-sense-of-land-prices.html'],"['\nNobody can predict the future, but producers need to ask if it’s going to be profitable to buy more land at these prices; if it’s more practical to rent land; or if it’s best to hold firm and not expand.\xa0\n']",['\nManitoba Agriculture\n'],['\n1-844-769-6224\n\nagriculture@gov.mb.ca\n\n\nhttps://www.gov.mb.ca/agriculture/business-and-economics/farm-business-management-contacts.html\n\n'],18
1602,['Management Strategies for Brown Marmorated Stink Bug'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/insects/bmsb-manage.htm'],"['\nThe brown marmorated stink bug (BMSB) is a relatively new pest, and we are still learning about its biology and how to control it.\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1603,['Management of Carrot Leaf Diseases'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/00-045.html'],['\nFactsheet that provides technical information on management of carrot leaf diseases.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1604,['Management of Organic Soils'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/93-053.htm'],['\nThis factsheet provides information on organic soils.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1605,['Management of Pepino Mosaic Virus in Greenhouse Tomatoes'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/01-017.htm'],['\nThis factsheet discusses management of pepino mosaic virus\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\n\n'],18
1606,['Management of Riparian Areas'],['Guides/Information'],[],['https://www2.gov.bc.ca/gov/content/industry/agriculture-seafood/agricultural-land-and-environment/water/riparian-areas/management'],"['\nManagement of riparian areas are directly linked to maintaining good soil and water conservation practices across the landscape and preserving, as much as possible, the integrity of the natural riparian zone.\n']",['\nBritish Columbia Ministry of Agriculture\n'],['\n\nAgriServiceBC@gov.bc.ca\n\n1-888-221-7141\n'],18
1607,['Managing Agricultural Air Emissions'],['Guides/Information'],[],['https://www.alberta.ca/managing-agricultural-air-emissions.aspx'],"['\nFarmers can increase the sustainability of their farming operations by minimizing airborne emissions such as ammonia, dust and odour.\n']",['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n1-403-742-7901\n310-3276\n\naginfocentre@gov.ab.ca\n\n'],18
1608,['Managing Agroclimate Risk'],['Guides/Information'],[' Across Canada '],['https://agriculture.canada.ca/en/agriculture-and-environment/drought-watch-and-agroclimate/managing-agroclimate-risk'],"['\nThe information here on farm management practices will help you to prepare and mitigate risk to your crops, livestock and land during drought conditions.\n']",['\nAgriculture Agri-Food Canada\n'],['\n\naafc.droughtwatch-guetterlasecheresse.aac@agr.gc.ca\n\n1-613-773-2600\n1-855-773-0241\n'],18
1609,['Managing Alternative Forages'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/weather/managingalternativeforages.htm'],['\nInformation on managing alternative forages.\xa0\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1610,['Managing Commodity Price Risk Using Hedging Options'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/busdev/facts/17-041.htm'],['\nThis factsheet provides an overview of commonly used price risk management tools as well as concise and easily understandable definitions of terms used by those providing risk management advice\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\n\n'],18
1611,['Managing Cutworms in Vegetable Crops'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/00-055.htm'],['\nThis Factsheet will look at managing cut worms.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1612,['Managing Dairy Rations when Feed Prices are Volatile'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/dairy/facts/09-055.htm'],['\nProfitability in dairy farming is dictated in large measure by managing feed costs and the efficiency by which feed is translated into milk production.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1613,['Managing Forage Supplies'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/beef/facts/chewingforage.htm'],['\nInformation on the managing of forage supplies. \xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1614,['Managing Forages in Dry Years'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/info_fordry.htm'],['\nInformation on managing forages in dry years. \xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1615,['Managing Heat Stress in Fed Cattle'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/beef/facts/06-107.htm'],['\nInformation on managing heat stress in fed cattle.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],18
1616,['Managing Horse Pastures'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/horses/facts/pasture2.htm'],['\nInformation on managing horse pastures.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\n\n'],18
